formula,composition_str,gap pbe
ZnSiH12(OF)6,F6 H12 O6 Si1 Zn1,5.0995
MgB2P2H8O13,Mg4 B8 P8 O52 H32,5.5984
KP(HO2)2,H8 O16 P4 K4,5.3629999999999995
Li2FePCO7,Li8 Fe4 P4 C4 O28,2.4693
Gd3OsO7,Gd24 Os8 O56,0.0
MgCuF5,Mg4 Cu4 F20,0.1257999999999999
GaAs,Ga8 As8,0.0
Li3MnF5,Li12 Mn4 F20,3.8533
LaMgCu,La3 Mg3 Cu3,0.0
PuB12,Pu1 B12,0.0
Ba2Sr3CaMg2(SiO4)4,Ba2 Sr3 Ca1 Mg2 Si4 O16,4.7562999999999995
Ba(POs)2,P2 Ba1 Os2,0.0
TiCr2O5,Ti2 Cr4 O10,1.6109999999999998
SrMo2(PO4)4,Sr2 Mo4 P8 O32,2.3566
Ni4P7O24,O48 P14 Ni8,0.0
BaCa3Zr16(PO4)24,Ba1 Ca3 Zr16 P24 O96,4.1720999999999995
SiNi2P,Ni16 P8 Si8,0.0
Al(CoO2)2,Al2 Co4 O8,0.13090000000000046
LiMnOF2,Li4 Mn4 O4 F8,1.1110000000000002
BaSr3Lu2(BiO6)2,Ba1 Sr3 Lu2 Bi2 O12,1.8072999999999997
K6ZnS4,K12 Zn2 S8,1.9712999999999998
UF5,F20 U4,0.0
V3(O2F)2,V6 O8 F4,0.7448999999999999
Li2Mn2OF6,Li4 Mn4 O2 F12,0.719
Zr4FeSe8,Zr4 Fe1 Se8,0.0
Sn4Rh,Sn16 Rh4,0.0
MnP2O7,Mn2 P4 O14,1.069
Y2Cr2C3,Y2 Cr2 C3,0.0
Ti5Fe11O24,Ti5 Fe11 O24,0.9222000000000001
Cs4Tc6S13,Cs8 Tc12 S26,0.9311999999999996
Mn6OF11,Mn6 O1 F11,0.3833
ZrVCuS4,Zr2 V2 Cu2 S8,0.0
Hg2Mo2O7,Hg8 Mo8 O28,2.2785
FeB12(HO6)4,Fe2 B24 H8 O48,0.032299999999999995
ThV2H4O9,Th2 V4 H8 O18,3.1401
BaCe2CoS5,S10 Co2 Ba2 Ce4,0.0
SrTlPS4,P4 S16 Sr4 Tl4,2.0933000000000006
Yb2Nd3(GaO4)3,Yb8 Nd12 Ga12 O48,0.0
SmYFe17,Sm1 Y1 Fe17,0.0
LiCu4(PO4)3,Li2 Cu8 P6 O24,0.2643
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.8614000000000002
Ce2Mg,Ce4 Mg2,0.0
SnO2,O4 Sn2,0.8060999999999998
Cs2TlAuF6,Cs2 Tl1 Au1 F6,0.0
CaNiF5,Ca2 Ni2 F10,1.1432000000000002
LiSbS2,Li2 S4 Sb2,0.0
Cs2Ni(NO3)4,Cs4 Ni2 N8 O24,2.943
TbErO3,Tb4 Er4 O12,4.5065
TbSnPt,Sn4 Tb4 Pt4,0.0
KNa9In2O8,K4 Na36 In8 O32,1.7136
LiCa2Tl,Li1 Ca2 Tl1,0.0
Li2AlFeO4,Li4 Al2 Fe2 O8,3.0568
Li2PmTl,Pm1 Li2 Tl1,0.0
PrCuPb,Pr2 Cu2 Pb2,0.0
TiMo2W,Ti1 Mo2 W1,0.0
MnZnTe4,Mn2 Zn2 Te8,0.0
Er6Co2Sn,Er12 Co4 Sn2,0.11859999999999982
Y2Zn17,Y4 Zn34,0.0
GdH3,Gd6 H18,0.0
Li7Cr5O12,Li7 Cr5 O12,0.0
La7BP2O17,La28 B4 P8 O68,4.416900000000001
YVO4,Y2 V2 O8,2.8391
NaYb3,Na2 Yb6,0.0
GaCuCl4,Cl8 Cu2 Ga2,1.8149000000000002
La12InCo6,La12 In1 Co6,0.0
Nb5Si3,Nb10 Si6,0.0
TbTh3,Tb1 Th3,0.0
CoCl2,Cl2 Co1,0.15389999999999993
Cs3SbI6,Cs3 Sb1 I6,2.4187000000000003
NaH2SO4,Na8 H16 S8 O32,5.3052
Te7As5I,Te7 As5 I1,0.0
CsV(PO3)4,Cs12 V12 P48 O144,0.014000000000000234
Ti2AlTc,Ti2 Al1 Tc1,0.0
H5NO5,H40 N8 O40,3.5445
ScAlRh2,Sc1 Al1 Rh2,0.0
Tm2Co3Si5,Tm4 Co6 Si10,0.0
Ca3Cr2(SiO4)3,O48 Si12 Ca12 Cr8,3.2228999999999997
RbNdNb2O7,Rb1 Nd1 Nb2 O7,1.3151000000000002
Na2SnSe3,Na8 Sn4 Se12,1.324
CuP4Se3Cl,Cu4 P16 Se12 Cl4,1.5534000000000003
NaZn(PO3)3,Na16 Zn16 P48 O144,4.8556
Ba3Tb2WO9,Ba6 Tb4 W2 O18,2.3731000000000004
Co21(ReB3)2,Co21 Re2 B6,0.0
Li4Mn2P4H3O16,Li4 Mn2 P4 H3 O16,0.5505
TaVO5,O20 V4 Ta4,2.1719999999999997
PrSmSeS,Pr1 Sm1 Se1 S1,0.0
CBrF2,C4 Br4 F8,4.5146
Tb(HO)3,Tb2 H6 O6,3.7111
Hf3Tl2(CuSe4)2,Hf3 Tl2 Cu2 Se8,0.5087000000000002
H6C2N4O,H24 C8 N16 O4,4.5934
Te3Pd10,Pd20 Te6,0.047099999999999476
Dy3(Si3Ru)4,Dy6 Si24 Ru8,0.0
Nb3Sb3O13,Nb3 Sb3 O13,2.6666
Sr3N2,Sr24 N16,0.3481000000000001
BaAg2,Ba2 Ag4,0.0
PrAu2,Pr2 Au4,0.0
Zr(CoGe)6,Co6 Ge6 Zr1,0.0
HfSnRh2,Hf1 Sn1 Rh2,0.0
Li2Mn2Si2O7,Li4 Mn4 Si4 O14,2.8691000000000004
Sr3Ta4(O6F)2,Sr3 Ta4 O12 F2,3.2944
InHSeO4,In4 H4 Se4 O16,3.4370999999999996
Li8CrFe7(PO4)12,Li8 Cr1 Fe7 P12 O48,0.0
ZrNbCo4,Zr1 Nb1 Co4,0.0
Nb5(SeS)2,Nb5 Se2 S2,0.0
Er(VGa2)2,Er1 V2 Ga4,0.0
Pr2(Al3Rh)3,Pr4 Al18 Rh6,0.0
NbSiGe,Nb3 Si3 Ge3,0.0
Li4Mn3Fe(BO3)4,Li4 Mn3 Fe1 B4 O12,2.9623
Li4V5(Fe2O9)2,Li8 V10 Fe8 O36,1.3771
Ir3S8,Ir3 S8,0.0
GaN5O14,Ga1 N5 O14,1.1872
Ba3BAsO3,B2 O6 As2 Ba6,1.5213999999999999
Ce2Si7Rh15,Ce4 Si14 Rh30,0.0
Li4MnCo2O7,Li8 Mn2 Co4 O14,0.3860000000000001
Cd(SbO3)2,O6 Cd1 Sb2,1.4136000000000006
LiMnVP2(HO5)2,Li3 Mn3 V3 P6 H6 O30,0.9541
CaMgSiO4,O16 Mg4 Si4 Ca4,4.6294
NaCuF3,Na4 Cu4 F12,0.019200000000000106
Mn2CoSi,Si1 Mn2 Co1,0.0
LiSi,Li8 Si8,0.0
HfSb2,Hf2 Sb4,0.0
Ba2Co2ClF7,Ba4 Co4 Cl2 F14,2.6528
Na6Zn3P4H6O19,H24 O76 Na24 P16 Zn12,3.9779999999999998
LiNiP2O7,Li2 Ni2 P4 O14,0.010600000000000054
Mg30CrCoO32,Mg30 Cr1 Co1 O32,0.40200000000000014
CuRh,Cu1 Rh1,0.0
Li11V6O5F19,Li11 V6 O5 F19,0.8712
CsHPt2(SO4)4,Cs4 H4 Pt8 S16 O64,0.9256000000000001
RbFeP2O7,O28 P8 Fe4 Rb4,2.4814000000000003
Cr2CoSe4,Cr2 Co1 Se4,0.0
Li4TiCu3(PO4)4,Li4 Ti1 Cu3 P4 O16,0.0
Rb8AlAu3O4,Rb32 Al4 Au12 O16,1.2244
LaSc3(BO3)4,La1 Sc3 B4 O12,3.9049
B5H9,B5 H9,5.7128
Ba2YCoCu2O7,Ba2 Y1 Co1 Cu2 O7,0.0
K2(FeSe)5,K4 Fe10 Se10,0.0
LaGePd,La2 Ge2 Pd2,0.0
Mn(SbO3)2,Mn1 Sb2 O6,1.2785000000000002
BaAg2GeSe4,Ba1 Ag2 Ge1 Se4,0.026599999999999735
EuHgAu2,Eu1 Hg1 Au2,0.0
K6Sn2Se7,K48 Se56 Sn16,1.6824999999999999
Li2MnVP2(O4F)2,Li4 Mn2 V2 P4 O16 F4,0.5015999999999998
Er2(Al3Rh)3,Er4 Al18 Rh6,0.0
Li2Mg,Li8 Mg4,0.0
CsMg12Al25Si29O108,Cs1 Mg12 Al25 Si29 O108,4.346
Li3(CuO2)2,Li3 O4 Cu2,0.0
CaNdMn2O6,Ca2 Nd2 Mn4 O12,0.0
Rb2InAsF6,Rb2 In1 As1 F6,2.0633999999999997
K4CdP2,P2 K4 Cd1,0.8246
TaRh3,Rh3 Ta1,0.0
Cl2O7,O14 Cl4,3.6565000000000003
MnTe2O5,O20 Mn4 Te8,2.0429000000000004
YbErZn2,Yb1 Er1 Zn2,0.0
Li3MnV(PO4)3,Li12 Mn4 V4 P12 O48,0.4205000000000001
U2PbI2O13,U8 Pb4 I8 O52,0.1541999999999999
Ba3Yb,Ba3 Yb1,0.0
Li2Cr(H2O3)2,Cr4 O24 Li8 H16,3.052
Li2VF6,Li4 V2 F12,2.0042999999999997
Li4VCr3O8,Li4 V1 Cr3 O8,1.8919000000000001
Mg3Hg,Mg3 Hg1,0.0
Cr2B3Os,Cr8 B12 Os4,0.0
Li2CoP2O7,Li4 Co2 P4 O14,2.6714
NiH6(BrN)2,Ni1 H6 Br2 N2,0.4223000000000001
LiV3P2(HO3)4,Li4 V12 P8 H16 O48,2.0421000000000005
Ba3Co2WO9,Ba6 Co4 W2 O18,0.3858999999999999
Li2MgB4(H17N3)2,Li8 Mg4 B16 H136 N24,5.4686
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.8439999999999999
Ho11(In3Si2)2,Ho22 In12 Si8,0.0
PrFeGe2O7,O28 Fe4 Ge8 Pr4,2.7016
Sc3Tc,Sc6 Tc2,0.0
Li9Co7O16,Li9 Co7 O16,0.0
MnCo3O8,Mn4 Co12 O32,0.9382999999999999
Mn2InO5,Mn8 In4 O20,0.8576999999999995
Li3MnCoO5,Li6 Mn2 Co2 O10,0.0
BaSrPd(OF)2,Ba1 Sr1 Pd1 O2 F2,0.0
CeMg2,Ce4 Mg8,0.0
Dy(BC)2,B4 C4 Dy2,0.0
Li4Ti3O8,Li4 Ti3 O8,2.1569000000000003
Sr2SnS3F2,F8 S12 Sr8 Sn4,2.0801
Ca2Th(Si2O5)4,Ca2 Th1 Si8 O20,4.9887999999999995
Pr3Tm3Mn23,Pr3 Tm3 Mn23,0.0
NaSr2In,Na1 Sr2 In1,0.0
Y4MnS7,Y4 Mn1 S7,0.5625
HfInCo2,Hf1 In1 Co2,0.0
ScMn2SbO6,Sc2 Mn4 Sb2 O12,1.5621
TeMoWSeS2,Te2 Mo2 W2 Se2 S4,0.0
Th(CoGe)2,Co2 Ge2 Th1,0.0
MgSn3P3O13,Mg2 Sn6 P6 O26,0.0
Cs4V2S4O3,Cs16 V8 S16 O12,1.9412000000000003
YFe11Re,Y1 Fe11 Re1,0.0
Zr5Sb3,Zr10 Sb6,0.0
Li3Cr(PO4)2,Li9 Cr3 P6 O24,2.7229
Mn2CuNiSb2,Mn2 Cu1 Ni1 Sb2,0.0
Zn(CuO2)2,Zn2 Cu4 O8,0.0
LiMnB2O5,Li4 Mn4 B8 O20,1.011
BiO2,Bi1 O2,0.0
Cs4Ni3F10,F20 Ni6 Cs8,4.9549
Li2TiCrO4,Li2 Ti1 Cr1 O4,0.0
Na2LiGaF6,Na2 Li1 Ga1 F6,5.7453
CsHgBr3,Br3 Cs1 Hg1,0.0
BaO,Ba2 O2,2.3598999999999997
LiH4SNO4,Li4 H16 S4 N4 O16,5.2109
Pr2Ho,Pr8 Ho4,0.0
NaTi8O16,Na1 Ti8 O16,0.0
Na4Cd7(N5O6)6,Na4 Cd7 N30 O36,2.809
PaAl3,Pa1 Al3,0.0
Li3(FeO2)4,Li3 Fe4 O8,0.2439
RbAgF3,Rb2 Ag2 F6,0.0
Li2Sn(BO3)2,Li8 Sn4 B8 O24,2.385
Ti2OsRu,Ti2 Os1 Ru1,0.0
Li2CrCSO7,Li4 Cr2 C2 S2 O14,2.2892
Ho2MgSi2,Ho4 Mg2 Si4,0.0
Nb4CrS8,S16 Cr2 Nb8,0.0
LiFeF4,Li4 Fe4 F16,3.1302
FeNiN,Fe1 Ni1 N1,0.0
LuGa3,Ga3 Lu1,0.0
LiCoNiO4,Li2 Co2 Ni2 O8,0.0
Mg7Al,Mg7 Al1,0.0
ZnTeMoO6,Zn2 Te2 Mo2 O12,3.0888
LiFeSiO4,Li2 Fe2 Si2 O8,3.0096000000000003
Ti2Nb2Sb3O14,Ti4 Nb4 Sb6 O28,0.0
Pm3Y,Pm3 Y1,0.0
V2CrRu,V2 Cr1 Ru1,0.0
Al2NiO4,Al4 Ni2 O8,3.4756
Li2AgF5,Li8 Ag4 F20,0.7961999999999998
Mn2CuO4,Mn12 Cu6 O24,0.0
K4Hg3Ge20,K8 Hg6 Ge40,0.0
Co2H31S2N9O11,Co2 H31 S2 N9 O11,1.0643
CrAg(PS3)2,Cr2 Ag2 P4 S12,0.9260000000000002
CaZn3O4,Ca1 Zn3 O4,1.3159999999999998
GaNiRh2,Ga1 Ni1 Rh2,0.0
ZnGaFeO4,Zn2 Ga2 Fe2 O8,2.0498000000000003
Li3Fe8(BO3)8,Li3 Fe8 B8 O24,1.3091000000000002
Ba2Fe6O11,Ba8 Fe24 O44,1.6653
Li4(CdSb)5,Li4 Cd5 Sb5,0.0
TlBiF4,Tl2 Bi2 F8,2.2336
LiV6O7F5,Li2 V12 O14 F10,1.2351999999999999
FeB4,Fe2 B8,0.0
Li5Nb2Co3O10,Li5 Nb2 Co3 O10,0.8350999999999997
K2H3IrNCl5,K8 H12 Ir4 N4 Cl20,1.8851
LaAlO3,La2 Al2 O6,3.5544000000000002
K3La2(NO3)9,K12 La8 N36 O108,3.466
Sn2N2O,Sn16 N16 O8,0.0
CaNpH7O8,Ca4 Np4 H28 O32,1.5192
K12In2Se9,K48 In8 Se36,1.646
Li2Mg11(WO4)12,Li2 Mg11 W12 O48,3.5656
Li4V3OF11,Li8 V6 O2 F22,1.8082999999999998
Zn2SiH2O5,Zn8 Si4 H8 O20,3.0442
Sr4Ca(FeO2)5,Sr4 Ca1 Fe5 O10,0.36109999999999953
TlB3O5,Tl4 B12 O20,3.7540999999999998
GaCu3,Ga2 Cu6,0.0
TeMoWSe2S,Te2 Mo2 W2 Se4 S2,0.5397000000000003
Na5LaO4,Na10 La2 O8,1.9400000000000002
Li3Cr2(PS4)3,Li12 Cr8 P12 S48,1.2946
Na6Fe2B4AsO16,Na12 Fe4 B8 As2 O32,0.0
FeAs2H3OF13,Fe4 As8 H12 O4 F52,2.3806
Er4Si3O11F2,Er8 Si6 O22 F4,5.0561
LiDy2Ru,Li1 Dy2 Ru1,0.0
PrSBr,Pr4 S4 Br4,2.6220000000000003
Tl2S,Tl18 S9,1.0118999999999998
LiMn(Si2O5)2,Li4 Mn4 Si16 O40,2.6047000000000002
Li4Ti3V2Sn3O16,Li4 Ti3 V2 Sn3 O16,0.0
Ce5Al2Ru3,Ce10 Al4 Ru6,0.0
Li4MnCo2O7,Li8 Mn2 Co4 O14,0.9198999999999997
Er36In8Fe7,Er36 In8 Fe7,0.0
Ba4CrGa2(S3F2)2,Ba16 Cr4 Ga8 S24 F16,1.9120999999999997
Nd2Bi,Nd4 Bi2,0.0
TiCoNi2,Ti4 Co4 Ni8,0.0
LaSi2Ni,La2 Si4 Ni2,0.0
HoAgSn,Ho1 Ag1 Sn1,0.0
ZrI4,Zr6 I24,2.0134000000000003
KSm(CO3)2,K2 Sm2 C4 O12,4.1831000000000005
SiO2,Si64 O128,5.6971
LiNb(TeO4)3,Li2 Nb2 Te6 O24,1.4654000000000003
Dy3CuGeS7,Dy6 Cu2 Ge2 S14,1.8098
Li8Mn7Fe(BO3)8,Li8 Mn7 Fe1 B8 O24,2.9791
LiZnPO4,Li4 Zn4 P4 O16,4.13
AsH4CNF8,As4 H16 C4 N4 F32,5.0701
Ca9Co(PO4)7,Ca18 Co2 P14 O56,0.8428000000000002
PrTlAg2,Pr1 Tl1 Ag2,0.0
Fe3Cu2Sn(PO4)6,Fe3 Cu2 Sn1 P6 O24,0.0
Ag2BiSbSe4,Ag2 Bi1 Sb1 Se4,0.08549999999999969
Li5Mn5(SeO3)8,Li10 Mn10 Se16 O48,0.7279
Li2AlFeO4,Li16 Al8 Fe8 O32,2.5826
CaLaCrWO6,Ca2 La2 Cr2 W2 O12,2.1252000000000004
La15Ge9O,La30 Ge18 O2,0.0
LuTlTe2,Lu1 Tl1 Te2,1.5741
CdSnO3,Cd4 Sn4 O12,0.6903999999999999
Ti2(InCl3)3,Ti4 In6 Cl18,0.2559
Ba2SmTaO6,Ba4 Sm2 Ta2 O12,3.3123
Ho5Ge3,Ho10 Ge6,0.0
Nd5Zr3(Ni4As3)4,Nd5 Zr3 Ni16 As12,0.0
SrSc2O4,Sr2 Sc4 O8,2.7653
Rb2PtSe2,Se2 Rb2 Pt1,1.0034
LiErSe2,Li1 Er1 Se2,0.1492
Yb9(Ni13P6)2,Yb9 Ni26 P12,0.0
Nb2Tl4Se11,Nb4 Tl8 Se22,0.9315000000000002
K3AlBr6,K3 Al1 Br6,3.1738
PrY3,Pr1 Y3,0.0
La4(ErS2)11,La4 Er11 S22,0.0
SrPrO3,O12 Sr4 Pr4,0.0
CoSeO4,O16 Co4 Se4,1.6888999999999998
K2CoBr4,K8 Co4 Br16,0.7642
Ho2AlCd,Ho2 Al1 Cd1,0.0
Mo3H8C4SN2Cl6O7,Mo12 H32 C16 S4 N8 Cl24 O28,1.1219999999999999
K2Ni(PO3)4,K4 Ni2 P8 O24,4.443099999999999
Li2InIr,Li2 In1 Ir1,0.0
K2SmMoPO8,K8 Sm4 Mo4 P4 O32,3.9907999999999997
KBaNbS4,S16 K4 Nb4 Ba4,2.0731
YbTl(WO4)2,Yb2 Tl2 W4 O16,0.0
Er2CoTe2(SO7)2,Er2 Co1 Te2 S2 O14,2.9291
W3(Se2S)2,W3 Se4 S2,0.9081999999999999
Li3V2(O2F)2,Li6 V4 O8 F4,0.8582999999999998
Bi14WO24,Bi14 W1 O24,2.5441000000000003
Na3SiBiCO7,Na6 Si2 Bi2 C2 O14,3.2499000000000002
DyMg2Sc,Dy1 Mg2 Sc1,0.0
PmZnCu2,Pm1 Zn1 Cu2,0.0
TaCo,Ta1 Co1,0.0
LuFeB4,Lu4 Fe4 B16,0.0
CeCdAg2,Ce1 Cd1 Ag2,0.0
NdPb6F15,Nd1 Pb6 F15,4.3396
ThRe2SiC,Th2 Re4 Si2 C2,0.0
K2NbO3F5,K4 Nb2 O6 F10,0.8905
MgZn5,Mg3 Zn15,0.0
CsK2GaF6,Cs1 K2 Ga1 F6,5.3218
Cs2Bi4O7,Cs16 Bi32 O56,2.6731
NaCu4(AsO4)3,As6 Cu8 Na2 O24,0.0
SrCu(SeO3)2,O12 Cu2 Se4 Sr2,0.40789999999999993
Sr5Ti5O13,Sr5 Ti5 O13,0.0
Hg2Pb(SI)2,Hg8 Pb4 S8 I8,1.6317
SmMnSi2,Sm2 Mn2 Si4,0.0
Eu2Mn5Al12,Eu4 Mn10 Al24,0.0
Na5MnHO4,Na40 Mn8 H8 O32,0.5945999999999998
Li10Mn3V5O16,Li10 Mn3 V5 O16,0.2265999999999999
Sc3Si3Rh,Sc12 Si12 Rh4,0.0
NdCuSO,Nd2 Cu2 S2 O2,1.6136999999999997
LuGe2Ru,Lu12 Ge24 Ru12,0.0
MoP2O7,Mo4 P8 O28,1.6787999999999998
Ce4CdIr,Ce16 Cd4 Ir4,0.0
Sc7CI12,C1 Sc7 I12,0.0
Ba(BS2)2,B4 S8 Ba2,2.7399
Te3MoWS,Te6 Mo2 W2 S2,0.025799999999999823
Li2VCl4,Li4 V2 Cl8,1.1057999999999995
ZnNiMoP2O9,Zn4 Ni4 Mo4 P8 O36,0.0
HfMg14Cu,Hf1 Mg14 Cu1,0.0
Fe5Si3,Si6 Fe10,0.0
Cs2NaNF6,Cs2 Na1 N1 F6,2.8011999999999997
Ni2Mo3N,N4 Ni8 Mo12,0.0
Nd2GaCo2,Nd2 Ga1 Co2,0.0
Sn(PO3)3,O36 P12 Sn4,0.0
Li2HN,Li16 H8 N8,2.6355
Dy3C4,Dy30 C40,0.0
CuSe,Cu6 Se6,0.0
TiAl2,Al4 Ti2,0.0
Sm3InS6,Sm12 In4 S24,0.9717000000000002
Li2VOF3,Li4 V2 O2 F6,1.6824000000000001
GdOF,Gd2 O2 F2,3.1398
Pr2Co7,Pr4 Co14,0.0
Rb4In2S5,S10 Rb8 In4,2.0926
TlFe(SeO4)2,Tl1 Fe1 Se2 O8,2.2594
CsTlO,Cs2 Tl2 O2,1.5131000000000001
Sc2GaCu,Sc2 Ga1 Cu1,0.0
Hg3S2ICl,Hg12 S8 I4 Cl4,1.3739
FeN2,Fe4 N8,0.0
Na(FeO2)2,Na4 Fe8 O16,0.0
Sr3CuIrO6,Sr6 Ir2 Cu2 O12,0.0
SnPt,Sn2 Pt2,0.0
Nd2Ru2O7,Nd4 Ru4 O14,0.0
RbCrO3F,Rb4 Cr4 O12 F4,2.8830999999999998
Pr5Si4,Pr20 Si16,0.0
Li4Mo3O8,Li8 Mo6 O16,0.0
NaP3(PbO3)4,Na2 P6 Pb8 O24,3.2891
As2PbO4,O16 As8 Pb4,2.8420999999999994
ThUS2,Th1 U1 S2,0.0
Dy3Ge13Os4,Dy6 Ge26 Os8,0.0
K2Sn(H2N)6,K2 Sn1 H12 N6,2.404
Li5V6O5F19,Li5 V6 O5 F19,1.1397
MgSnP2O7,Mg2 Sn2 P4 O14,3.7164999999999995
Ag2Se,Ag8 Se4,0.13839999999999986
Ti3Si,Ti24 Si8,0.0
PmMg149,Pm1 Mg149,0.19700000000000006
Li7Co5O12,Li7 Co5 O12,0.0
K4BaNb5O15,K4 Ba1 Nb5 O15,0.0
Li3AlSiO5,Li12 Al4 Si4 O20,4.7208000000000006
Er3Rh,Rh4 Er12,0.0
CsKTeH6SO10,Cs4 K4 Te4 H24 S4 O40,3.3064999999999998
CaPr2Ti2ZnO9,Ca4 Pr8 Ti8 Zn4 O36,2.4402
Pr2Y,Pr2 Y1,0.0
SrGdCoO4,Sr1 Gd1 Co1 O4,0.9558999999999997
TaGaFe2,Ta1 Ga1 Fe2,0.05689999999999973
CsMg30CrO32,Cs1 Mg30 Cr1 O32,2.8145
Na2Ti2O5,Na8 Ti8 O20,3.6479
CoPd3,Co1 Pd3,0.0
Te2W,Te4 W2,0.9395999999999995
K2Zn2O3,K4 Zn4 O6,1.4026999999999998
YPtF7,Y4 Pt4 F28,2.1027
MgSn,Mg6 Sn6,0.0
Ba3BPO7,Ba6 B2 P2 O14,3.3373
Sr4Fe6O13,Sr8 Fe12 O26,0.05779999999999985
Na6NiO4,Na12 Ni2 O8,1.4289999999999998
Ca2Bi3O8,Ca2 Bi3 O8,0.0
Nb3IrS8,Nb6 Ir2 S16,0.0
Li3NbV4O8,Li3 Nb1 V4 O8,0.0
Sb4OsC6(O3F11)2,Sb8 Os2 C12 O12 F44,4.434
Sm3Hg,Sm3 Hg1,0.0
RbSmGeSe4,Rb4 Sm4 Ge4 Se16,1.857
Al8SiO14,Al32 Si4 O56,4.0633
SrCa3O4,Sr1 Ca3 O4,3.6947
RuSe2,Se8 Ru4,0.3113999999999999
FeWCl5,Fe4 W4 Cl20,0.0
KCoO2,K2 Co2 O4,0.5055
BaCo2P2H2O9,Ba1 Co2 P2 H2 O9,2.8682
Ba4Cl6O,O2 Cl12 Ba8,4.3647
Cu2Ag2O3,O6 Cu4 Ag4,0.0
YB3(H6N)4,Y4 B12 H96 N16,4.1
RbSb4S7O,Rb4 Sb16 S28 O4,1.1056
Zn(FeO2)2,Fe12 O24 Zn6,1.5701
KBe(H2N)3,H96 Be16 N48 K16,2.8166
CeMnNi4,Ce1 Mn1 Ni4,0.0
Dy2MnGe4,Dy2 Mn1 Ge4,0.0
SrBPd4,Sr4 B4 Pd16,0.0
Li3Bi,Li3 Bi1,0.34289999999999976
Y2Th8O19,Y2 Th8 O19,2.5377
Ba(InAu)2,Ba4 In8 Au8,0.0
LuGa,Lu2 Ga2,0.0
Li4Mn2Fe3Sb(PO4)6,Li4 Mn2 Fe3 Sb1 P6 O24,1.1098999999999997
YZn5,Zn5 Y1,0.0
Bi2Pd(SeO3)4,Bi4 Pd2 Se8 O24,1.7515
ScAuO2,O4 Sc2 Au2,1.7632999999999996
Ca2TaWO6,Ca4 Ta2 W2 O12,1.2885
Na7Ti13O26,Na7 Ti13 O26,0.0
BaLa2O4,Ba2 La4 O8,3.5481
Na2CoGeO4,O8 Na4 Co2 Ge2,1.5370000000000001
Li9Mn2Co5O16,Li9 Mn2 Co5 O16,0.0
HPd,H2 Pd2,0.0
ZnSnRh2,Zn1 Sn1 Rh2,0.0
La5RuPb3,La10 Ru2 Pb6,0.05719999999999992
Pr2Si5Pt3,Pr4 Si10 Pt6,0.0
InPd3,In2 Pd6,0.0
Li9Bi5O13,Li36 Bi20 O52,0.5211999999999999
LaAlAu,La4 Al4 Au4,0.0
Ag2NClO3,Ag8 N4 Cl4 O12,1.7053000000000003
Be4SiNi,Be4 Si1 Ni1,0.0
TaTc,Tc1 Ta1,0.0
Li2Fe(PO3)4,Li8 Fe4 P16 O48,3.7503
LiF,Li1 F1,8.7161
Li5V3P8O29,Li10 V6 P16 O58,0.9379
GaFeNi2,Ga1 Fe1 Ni2,0.0
Ca2ZrTi(SiO5)2,Ca4 Zr2 Ti2 Si4 O20,3.1780999999999997
TbHoHg2,Tb1 Ho1 Hg2,0.0
Tb2AgIr,Tb2 Ag1 Ir1,0.0
Li5InO4,Li10 In2 O8,2.6407000000000003
PrBPt4,B2 Pr2 Pt8,0.0
BaGe2O5,Ba16 Ge32 O80,2.7735000000000003
AlAgS2,Al1 S2 Ag1,1.7077
NiH12(NO6)2,Ni2 H24 N4 O24,3.0117000000000003
Gd2Br3,Gd4 Br6,0.10880000000000001
La3Nd(GaO3)4,La3 Nd1 Ga4 O12,3.4633000000000003
FeOF,Fe8 O8 F8,1.6906
Na2TmPWO8,Na8 Tm4 P4 W4 O32,4.801200000000001
Li6V3P8O29,Li12 V6 P16 O58,1.3502
Cr5O12,O48 Cr20,1.6425
Cs4Zr3Te16,Cs16 Zr12 Te64,1.0936000000000003
Ba2YBr7,Ba8 Y4 Br28,3.6402
Y2Zr8O19,Y2 Zr8 O19,2.6773
TbAu,Tb1 Au1,0.0
Na9Ni7O16,Na9 Ni7 O16,0.1091000000000002
HfScSi2,Hf1 Sc1 Si2,0.0
FeHO2,Fe4 H4 O8,1.9550999999999998
Li7Mn8(BO3)8,Li7 Mn8 B8 O24,0.41310000000000024
LiVF4,Li4 V4 F16,2.0631
LiCoSiO4,Li2 Co2 Si2 O8,1.4737999999999998
Si3Mo5,Si6 Mo10,0.0
SrMg14NiO16,Sr1 Mg14 Ni1 O16,2.5463999999999993
Dy3Tm,Dy3 Tm1,0.0
MgFe2P2(HO)18,H18 O18 Mg1 P2 Fe2,2.3426
Tm3(Al3Os)4,Tm6 Al24 Os8,0.0
CrGa(BiO3)2,Cr1 Ga1 Bi2 O6,2.214600000000001
TbZn,Zn1 Tb1,0.0
Na5Ce3Ti6Nb2O24,Na5 Ce3 Ti6 Nb2 O24,0.013799999999999812
NdIn5Co,Nd1 In5 Co1,0.0
Nb10C7,Nb10 C7,0.0
ErSiRh,Si4 Rh4 Er4,0.03829999999999956
Er2Zr8O19,Er2 Zr8 O19,2.4171
CsBr3,Br12 Cs4,2.1967
Fe2(MoO4)3,O48 Fe8 Mo12,2.6649000000000003
